ticker,description
1857.HK,Ceb Water
0245.HK,China Vered Fin
1943.HK,King'S Stone
2551.HK,Apt Electronics
1156.HK,Chinanewenergy
2170.HK,Basecare-B
0605.HK,C Fin Services
0873.HK,Shimao Services
0411.HK,Lam Soon (Hk)
0767.HK,Zhong Ji Ls
1715.HK,Volcano Spring
1270.HK,Langham-Ss
0635.HK,Playmates
1501.HK,Int Medical
0076.HK,Elate Holdings
2116.HK,Js Innov
2512.HK,Cloud Factory
1289.HK,Sunlit Sci
1168.HK,Sinolink Hold
0497.HK,Csi Properties
3686.HK,Cliffordml
2451.HK,Luyuan Gp Hldg
2138.HK,Ec Healthcare
0194.HK,Liu Chong Hing
0451.HK,Gcl Newenergy
2348.HK,Dawnrays Pharma
0127.HK,Chinese Est H
1345.HK,Sh Pioneer Hldg
1732.HK,Xiangxing Int
0052.HK,Fairwood Hold
0547.HK,Digital Domain
1121.HK,Goldensolar
1481.HK,Smart Globe
1159.HK,Smart Digi Tech
0229.HK,Raymond Ind
0616.HK,Eminence Ent
2415.HK,Medsci
1717.HK,Ausnutria
0933.HK,Viva Goods
0838.HK,Eva Holdings
1161.HK,Water Oasis Gp
1147.HK,Edensoft
3680.HK,Ruihe Data
1260.HK,Wonderful Sky
0951.HK,Chaowei Power
1931.HK,Ivd Medical
1865.HK,Pengo Hldg Gp
6828.HK,Bg Blue Sky
0361.HK,Sino Golf Hold
0051.HK,Harbour Centre
2886.HK,Binhai Inv
1551.HK,Grcb
0242.HK,Shun Tak Hold
0269.HK,Crtg
3737.HK,Zhongzhipharm
0928.HK,King Intl Inv
1786.HK,Crcce
1461.HK,Zhongtaifutures
1809.HK,Prinx Chengshan
0837.HK,Carpenter Tan
1980.HK,Tiange
1247.HK,Miko Intl
0255.HK,Lung Kee
2127.HK,Huisen Shares
1045.HK,Apt Satellite
2327.HK,Meilleurehealth
2122.HK,Kidsland Intl
1091.HK,South Manganese
0875.HK,Congyu Inte Agr
2245.HK,Lygend Resource
1115.HK,Tibet Water
2322.HK,Modern Inno Dt
3399.HK,Yueyun Trans
6922.HK,Cryofocus-B
1499.HK,Okg Tech
1022.HK,Feiyu
2188.HK,Titans Energy
2481.HK,Wise Living Tec
0865.HK,Jiande Int'L
1226.HK,Ch Inv Fin Gp
9928.HK,Times Neighbor
3989.HK,Capital Env
1440.HK,Star Shine Hldg
6889.HK,Dynam Japan
1905.HK,Haitong Ut
0032.HK,Cross-Har(Hold)
0045.HK,Hk&S Hotels
1008.HK,Litu Holdings
2392.HK,Xuanwu Cloud
2051.HK,51 Credit Card
3658.HK,New Hope Serv
6696.HK,Many Idea Cloud
6113.HK,Uts Marketing
1697.HK,Sditc
2540.HK,Lesi Group
1446.HK,Hungfooktong
1662.HK,Yee Hop Hldgs
0082.HK,Crazy Sports
0926.HK,Besunyen
1140.HK,Wealthink Ai
0618.HK,Pku Resources
1269.HK,First Cap Gp
2293.HK,Bambooshealth
2251.HK,Airdoc-B
2165.HK,Ling Yue Ser Gp
0591.HK,C Highprecision
0690.HK,Uni-Bio Group
2355.HK,Baoye Group
2439.HK,Ch Treasures Nm
0147.HK,Ib Settlement
1689.HK,Huaxiholdings
2389.HK,Bj Health
0613.HK,Planetree Int'L
1473.HK,Pangaea Connect
9990.HK,Archosaur Games
1097.HK,I-Cable Comm
0164.HK,China Baoli Tec
6138.HK,Harbin Bank
3301.HK,Ronshinechina
0677.HK,Golden Res Dev
3300.HK,China Glass
0687.HK,Tysan Holdings
0505.HK,Xingye Alloy
1576.HK,Qilu Expressway
3718.HK,Bj Ent Urban
0048.HK,C Auto Int Deco
2499.HK,Folangsi
9983.HK,Cc New Life
2789.HK,Yuanda China
1808.HK,Enterprise Dev
0040.HK,Gold Peak
2235.HK,Microtech Med-B
0508.HK,Dingyi Gp Inv
1948.HK,Uju Holding
0261.HK,Gba Holdings
1940.HK,Cgii Hldgs
0595.HK,Av Concept Hold
0746.HK,L & M Chemical
1916.HK,Jiangxi Bank
0804.HK,Pinestone
1813.HK,Kwg Group
0240.HK,Build King Hold
0228.HK,China Energy
2002.HK,Sunshine Paper
0848.HK,Maoye Int'L
2678.HK,Texhong Intl Gp
0882.HK,Tianjin Dev
2369.HK,Coolpad Group
2136.HK,Lifestyle Chi
1563.HK,Alli Intl Ed Le
0897.HK,Wai Yuen Tong
1233.HK,Times China
1856.HK,Ernest Borel
1335.HK,Sheen Tai
1433.HK,Cirtek Hldgs
0560.HK,Chu Kong Ship
2257.HK,Sirnaomics-B
6860.HK,Fingertango
6882.HK,Egl Holdings
1238.HK,Powerlong
1202.HK,Siwi Sci & Tech
3913.HK,Kwg Living
1862.HK,Jingrui Hldgs
2480.HK,Luzhu Biotech-B
3991.HK,Changhong Jh
2545.HK,Zhonggan Comm
1647.HK,Grandshores
0828.HK,Dynasty Wines
3816.HK,Kfm Kingdom
0894.HK,Man Yue Tech
2262.HK,Sld Group
3601.HK,Ludashi
1098.HK,Road King Infra
3318.HK,China Boton
3315.HK,Goldpac Group
0521.HK,Cwt Int'L
2779.HK,Ch Xinhua Edu
9663.HK,Sinosynergy
2281.HK,Xinglu Water
2347.HK,Yoho Group
1204.HK,Boardware Intel
2450.HK,Huaibei Gd Co
0050.HK,Hk Ferry (Hold)
2147.HK,Zhengwei Group
0450.HK,Hung Hing Print
0807.HK,Siicenvironment
2130.HK,Cn Logistics
1538.HK,Zhong Ao Home
1010.HK,Sky Blue 11
0628.HK,Tongtong Ai Soc
0943.HK,Zhongzheng Intl
1413.HK,Feg Holdings
1162.HK,Lumina Group
0279.HK,Arta Techfin
1620.HK,Cinese Intl
9886.HK,Dingdang Health
6909.HK,Betterlife Hldg
6918.HK,Kidztech
0227.HK,First Shanghai
2212.HK,Fb Mining
1556.HK,Chinney Kw
1243.HK,Wang On Ppt
2680.HK,Innovax Hldgs
0097.HK,Henderson Inv
1326.HK,Transmit Ent
1029.HK,Irc
6888.HK,Freetech
0418.HK,Founder Hold
2425.HK,Austasia Group
2593.HK,Herbs Group
0423.HK,Hket Holdings
6118.HK,Austar
0106.HK,Landsea Mgmt
0575.HK,Regent Pacific
0212.HK,Nanyang Hold
1707.HK,Geotech Hldgs
6133.HK,Vital Inno
2119.HK,Tsit Wing Intl
1529.HK,Yues Intl Hldg
0063.HK,Chi Asia Valley
6123.HK,Yto Intl Exp
0932.HK,Shunten Intl
0993.HK,Xinkong Int Cap
1090.HK,Da Ming Int'L
0829.HK,Shenguan Hldgs
0289.HK,Wing On Co
0519.HK,Novautek
0205.HK,Seec Media
1300.HK,Trigiant
0480.HK,Hkr Int'L
3389.HK,Hengdeli
1565.HK,Virscend Edu
1217.HK,Ch Innovation
0922.HK,Anxianyuan Ch
1127.HK,Lion Rock Group
1986.HK,Tsaker Ne
0037.HK,Fe Hotels
0111.HK,Cinda Intl Hldg
2239.HK,Smit
1047.HK,Ngai Hing Hong
6058.HK,Cisi Fin
1183.HK,Mecom Power
1431.HK,Yst Dairy
2195.HK,Unity Ent
2371.HK,Chuanglian Hold
6858.HK,Honmagolf
0931.HK,China Hk Power
1792.HK,Cmon
1400.HK,Moody Tech Hldg
2409.HK,Seacon
1471.HK,Zhongmiao
3322.HK,Win Hanverky
0391.HK,Mei Ah Enter
1795.HK,Yadong Group
6068.HK,Wisdom Edu Intl
6199.HK,Bank Of Guizhou
1643.HK,Modern Chi Med
0025.HK,Chevalier Int'L
2596.HK,Yibin Bank
1229.HK,Nan Nan Res
2502.HK,Jinyuan Hchem
1871.HK,China Oriented
2518.HK,Autohome-S
0606.HK,Sce Cm
1282.HK,Renze Harvest
0251.HK,Sea Holdings
1265.HK,Tianjinjinran
1650.HK,Hygieia Group
0471.HK,Silkwave Inc
1669.HK,Gic Group
0092.HK,Champion Tech
1747.HK,Home Control
1429.HK,Skymission Gp
2340.HK,Isp Holdings
6805.HK,Kimou Environ
0997.HK,Chinlink Intl
1894.HK,Hang Yick Hldgs
1395.HK,Ell Env
0396.HK,Hing Lee (Hk)
1432.HK,China Shengmu
0090.HK,Puxing Energy
1466.HK,Baijin Life Sci
1851.HK,Gingko Edu
1292.HK,Cma Logistics
1416.HK,Ctr Holdings
0757.HK,Solargiga
2203.HK,Brainhole Tech
3768.HK,Dcwt
1145.HK,Courage Inv
0612.HK,Ding Yi Feng
0987.HK,Ch Renew En Inv
0042.HK,Ne Electric
0328.HK,Alco Holdings
6136.HK,Kangda Env
0057.HK,Chen Hsong Hold
0658.HK,C Transmission
1979.HK,Ten Pao Group
0417.HK,Tse Sui Luen
1592.HK,Anchorstone
2297.HK,Rainmed-B
2521.HK,Shenghui Clean
2505.HK,Eda Group Hldgs
2422.HK,Rego Interact
1966.HK,China Sce Group
1399.HK,Veson Hldg
1521.HK,Frontage
1023.HK,Sitoy Group
1785.HK,Chengdu Expway
1901.HK,Feiyang Group
6080.HK,Wing Chi Hldgs
2509.HK,Qyuns-B
6190.HK,Bankofjiujiang
0071.HK,Miramar Hotel
0196.HK,Honghua Group
0738.HK,Le Saunda
1231.HK,Newton Res
0869.HK,Playmates Toys
2738.HK,Huajin Intl
1100.HK,Mainland Hold
0393.HK,Glorious Sun
1638.HK,Kaisa Group
2120.HK,Kn Hospital
6830.HK,Huazhong In-V
1802.HK,Wenye Group
2427.HK,Guanze Medical
1552.HK,Bhcc Holding
0163.HK,Emperor Int'L
1720.HK,Putian Comm
0149.HK,Ch Agri-Prod Ex
2189.HK,Kato (Hk) Hldgs
1380.HK,Chi Kingstone
2433.HK,Zt Hn Group
0723.HK,Reliance Glo Hl
0617.HK,Paliburg Hold
2112.HK,Grace Life-Tech
2368.HK,Eagle Nice
9908.HK,Jiaxing Gas
0953.HK,Shaw Brothers
1348.HK,Quali-Smart
6677.HK,Sino-Ocean Serv
1961.HK,Infinities Tech
1751.HK,Kingland Group
0500.HK,Frontier Ser
0959.HK,Century Ent Int
2317.HK,Vedan Int'L
1124.HK,Coastal Gl
1102.HK,Enviro Energy
0465.HK,Futong Tech
0487.HK,Successuniverse
1393.HK,Hidili Industry
1497.HK,Yan Palace
1925.HK,Kwungs Aroma
0573.HK,Tao Heung Hldgs
2031.HK,Ausupreme
1615.HK,Ab Builders
2418.HK,Deewin
0572.HK,Fw Holdings
2442.HK,Easy Smart Gp
2663.HK,Kpa-Bm Hldgs
2361.HK,Sinohealth Hldg
1165.HK,Sfce
0129.HK,Asia Standard
0611.HK,Cne Tech Corp
9680.HK,Chenqi Tech
0655.HK,Hk Chinese Ltd
3708.HK,Ch Supply Chain
3366.HK,Oct (Asia)
0455.HK,Tianda Pharma
0367.HK,Chuang'S Int'L
1977.HK,Analogue Hldgs
2179.HK,Recbio-B
0689.HK,Epi (Holdings)
0353.HK,Energy Intinv
6822.HK,King'S Flair
1527.HK,Tengy Env
2139.HK,Bank Of Gansu
0222.HK,Min Xin Hold
0360.HK,New Focus Auto
3683.HK,Great Harvest
0703.HK,Future Bright
0731.HK,C&D Newin
1028.HK,C.Banner
0191.HK,Lai Sun Int'L
0217.HK,China Chengtong
3886.HK,Town Health
2048.HK,E-House Ent
0122.HK,Crocodile-New
2529.HK,Hollwin Urban
1181.HK,Tang Palace
1692.HK,Townray Hldgs
1105.HK,Sing Tao
0542.HK,Cn Cultural T&A
0433.HK,North Mining
2683.HK,Wahsun Handbags
1679.HK,Risecomm Gp
1143.HK,Cn Engy Storage
0712.HK,Comtec Solar
1617.HK,Nanfang Comm
1826.HK,Fdb Holdings
6609.HK,Heartcare-B
0556.HK,Pan Asia Enviro
2458.HK,Gala Tech Hold
1850.HK,Hsc Resources
2898.HK,Sunho Bio-B
0432.HK,Pcpd
2237.HK,China Graphite
1272.HK,Datang Enviro
3773.HK,Ys Digifavor
1722.HK,Kin Pang Hldgs
1937.HK,Jiachen Holding
1062.HK,Cdb Int'L Inv
9600.HK,Newlink Tech
3999.HK,Dachan Food
9991.HK,Baozun-W
2178.HK,Petro-King
0295.HK,Kong Sun Hold
0768.HK,Uba Investments
0798.HK,Ceovu
1667.HK,Dimmi Life Hldg
3329.HK,Bocom Intl
1621.HK,Vico Intl Hldgs
1636.HK,Cmru
2211.HK,Uni Health
1737.HK,A & S Group
1518.HK,Nc Healthcare
1284.HK,New Media Lab
0298.HK,Chuang'S China
1978.HK,Lh Group
1962.HK,Evergreen Pg
3313.HK,Artgo Holdings
6913.HK,Scve Group
2576.HK,Taimei Tech
0653.HK,Bonjour Hold
2101.HK,Fulu Holdings
1496.HK,Ap Rentals
1891.HK,Heng Hup
0574.HK,Pashun Int'L
1273.HK,Hk Finance Gp
0876.HK,Kaisa Health
0674.HK,China Tangshang
1601.HK,Zgc Tec Leasing
0771.HK,Automated Sys
0650.HK,Productive Tech
0401.HK,Wanjia Group
1671.HK,Tianbao Energy
2383.HK,Tom Group
3699.HK,Eb Grand China
6868.HK,Tenfu
0681.HK,Chi People Hold
0211.HK,Styland Hold
1442.HK,Infinity L&T
0120.HK,Cosmopol Int'L
0375.HK,Ygm Trading
1459.HK,Jujiang Cons
1271.HK,Grand Ming
0383.HK,Tianan Medicare
1449.HK,Leader Edu
0929.HK,Ipe Group
1141.HK,Cmbc Capital
1895.HK,Xinyuan Pm
0832.HK,Central China
1480.HK,Yan Tat Group
1553.HK,Maike Tube
2221.HK,New Concepts
0026.HK,China Motor Bus
1328.HK,Goldstream-New
1796.HK,Metaspacex
0028.HK,Tian An
0150.HK,Hypebeast
1257.HK,Ceb Greentech
0641.HK,Chtc Fong'S Int
0058.HK,Sunway Int'L
0280.HK,King Fook Hold
0711.HK,Asia Allied Inf
0858.HK,Extrawell Phar
0893.HK,Chinavtm Mining
2455.HK,Runhua Service
1278.HK,Chinanewtown
0978.HK,Chi Mer Land
0750.HK,Sfsy Energy
1402.HK,I-Control
0726.HK,Dit Group
1224.HK,C C Land
1540.HK,Leftfield Print
1583.HK,Qinqin Foods
1376.HK,Rafflesinterior
0021.HK,Great Chi Hldgs
0046.HK,Computer & Tech
2420.HK,Zibuyu
0698.HK,Tongda Group
0225.HK,Pokfulam
2080.HK,Aux Intl
0105.HK,Asso Int Hotels
6158.HK,Zhenro Ppt
1314.HK,Tsui Wah Hldg
1586.HK,Leon Inspection
2497.HK,Fujing Holdings
1498.HK,Purapharm
1046.HK,Universe Ent
0979.HK,Green Energy Gp
1080.HK,Shengli Pipe
1153.HK,Jiayuan Ser
1561.HK,Pan Asia Data H
1123.HK,China-Hk Photo
1917.HK,Doumob
1490.HK,Ai X Tech
1767.HK,Ts Wonders
0439.HK,Kuangchi
1655.HK,Okura Holdings
0216.HK,Chinney Inv
0526.HK,Lisi Gp Hold
0814.HK,Jingkelong
0722.HK,Ump
0276.HK,Mongolia Energy
1682.HK,Hp Living Tech
1676.HK,Gaodi Holdings
3623.HK,C Success Fin
2358.HK,Jiu Rong Hold
1778.HK,Colour Life
1338.HK,Bawang Group
1039.HK,Changyou Int Gp
0369.HK,Wing Tai Ppt
0243.HK,Qpl Int'L
1407.HK,Jy Gas
0718.HK,Tai United Hold
2298.HK,Cosmo Lady
9857.HK,Linmon Media
2008.HK,Phoenix Tv
2885.HK,Peiport Hold
2152.HK,Suxin Services
0540.HK,Speedy Global
6038.HK,G & M Hldgs
0952.HK,Quam Plus Fin
0365.HK,Sino Ict
2892.HK,Million Cities
1909.HK,Fire Rock
2882.HK,3Dg Holdings
0679.HK,Asia Tele-Net
1418.HK,Sinomax Group
2266.HK,Lai Si Ent
2329.HK,Glory Health
0335.HK,Upbest Group
1068.HK,Yurun Food
1340.HK,Huisheng Intl
1608.HK,Vpower Group
6633.HK,Qingci Games
2280.HK,Hc Group
0518.HK,Tungtex (Hold)
0089.HK,Tai Sang Land
1285.HK,Jiashili Gp
0095.HK,Lvgem China
1680.HK,Macau Legend
1134.HK,Kelfred
3938.HK,Lfg Inv Hldgs
3789.HK,Royal Deluxe
1622.HK,Redco Group
1705.HK,B & S Intl Hldg
1245.HK,Niraku
6093.HK,Hevol Services
1455.HK,Fourace Ind Gp
0334.HK,Ch Display Opt
3368.HK,Parkson Group
2175.HK,Ch General Edu
1343.HK,Wei Yuan Hldg
1938.HK,Chu Kong Pipe
0809.HK,Global Bio-Chem
6999.HK,Leading Hldgs
0309.HK,Xh News Media
2181.HK,Mabpharm-B
2377.HK,Boqi Env
3666.HK,Shanghai Xng
0271.HK,Asiasec Ppt
1218.HK,Easyknit Int'L
0496.HK,Kasen
1842.HK,Grown Up Group
1912.HK,Contel
1710.HK,Trio Ind Elec
1803.HK,Bj Sports & Ent
0077.HK,Ams Transport
2302.HK,Cnnc Int'L
0610.HK,Wai Kee Hold
2528.HK,Fw Fashion Int
3928.HK,China Next-Gen
6833.HK,Sinco Pharma
0484.HK,Forgame
0747.HK,Shenyang Public
1463.HK,C-Link Sq
0491.HK,Emperor Culture
0356.HK,Dt Capital
0438.HK,Irico Newenergy
1753.HK,Duiba
1971.HK,Rsun Ser
1591.HK,Shun Wo Group
2370.HK,Redco Healthy
1949.HK,Platt Nera
3963.HK,Rongzhong Fin
0888.HK,Bison Finance
2023.HK,China Ludao
1559.HK,Kwan On Hldgs
2381.HK,Smc Electric
0313.HK,Richly Field
0080.HK,Cnewecon Fund
0072.HK,Meta Media
1545.HK,Design Capital
3997.HK,Tso
1351.HK,Bright Future
1777.HK,Fantasia
3302.HK,Kinergy
0235.HK,Csc Holdings
1955.HK,Johnson Hldgs
0379.HK,Eg Leasing
0954.HK,Changmao Bio
1216.HK,Zybank
1750.HK,Rem Group Hldgs
2226.HK,Honworld Gp
0244.HK,Sincere
1820.HK,Pm Packaging
1389.HK,Major Hldgs
1536.HK,Yuk Wing Gp
0994.HK,Ct Vision Sl
9998.HK,Kwan Yong
0974.HK,Skl
0131.HK,Cheuk Nang Hold
1935.HK,Jh Education
2325.HK,Yunkang Group
0915.HK,Daohe Global
6063.HK,Lotus Horizon
0924.HK,Khoon Group
1543.HK,Join-Share
2376.HK,Lushangservices
1526.HK,Rici Health
0607.HK,Fullshare
1983.HK,Luzhou Bank
1221.HK,Sino Hotels
0146.HK,Tai Ping Carpet
0713.HK,World Houseware
1569.HK,Minsheng Edu
0603.HK,China Oil & Gas
6839.HK,Yunnan Water
1930.HK,Shinelong
0684.HK,Allan Int'L
1945.HK,Zero2Ipo
9958.HK,Litian Pictures
6968.HK,Ganglong China
1334.HK,Ruichang Intl
0171.HK,Silver Grant
3348.HK,China Pengfei
0918.HK,Majestic Dragon
1327.HK,Luxxu Group
1388.HK,Embry Holdings
9893.HK,Pizu Group
0428.HK,Cocoon Holdings
2728.HK,Jintai Energy H
1305.HK,Wai Chi Hold
1933.HK,Oneforce Hldgs
0403.HK,Starlite Hold
0608.HK,High Fashion
1889.HK,Sanai Health Gp
2270.HK,Desun Services
0919.HK,Modernhealthtec
0329.HK,Oci Intl
1652.HK,Fusen Pharm
6288.HK,Fast Retail-Drs
6933.HK,Sino-Entertain
0927.HK,Fujikon Ind
0474.HK,Aceso Life Sci
1959.HK,Cent Unit Hldg
2146.HK,Roiserv
1237.HK,Ch Env Tech&Bio
3798.HK,Homeland Itl
0682.HK,Chaoda Modern
0430.HK,Oriental Expl
0693.HK,Tan Chong Int'L
0320.HK,Computime
0821.HK,Vc Holdings
0629.HK,Yue Da Intl
0259.HK,Yeebo (Int'L H)
0725.HK,Perennial Int'L
6117.HK,Rizhao Port Jr
1472.HK,Sang Hing Hldgs
1206.HK,Technovator
0061.HK,Green Leader
0406.HK,Yau Lee Hold
0197.HK,Heng Tai
1063.HK,Suncorp Tech
1927.HK,Jiujiuwang
1281.HK,Xinda Inv Hldgs
0306.HK,Kwoon Chung Bus
2271.HK,Zhongan Service
3639.HK,Yida China
2482.HK,Logory
1581.HK,Progressive P
0312.HK,Shirble Store
2558.HK,Jinshang Bank
0346.HK,Yanchang Petro
2258.HK,Watts Int'L
0348.HK,Chinahealthwise
9963.HK,Transtech
2530.HK,Numans
1835.HK,Realway Capital
1532.HK,China Partytime
0183.HK,Winfull Gp
1936.HK,Ritamix
0351.HK,Asia Energy Log
0601.HK,Remt
0947.HK,Mobi Dev
0643.HK,Carry Wealth
2326.HK,Npe Holdings
3836.HK,Harmony Auto
3603.HK,Xinji Shaxi
3326.HK,Perfect Group
1868.HK,Neo-Neon
0219.HK,Shunho Property
0188.HK,Sunwah Kingsway
1163.HK,Adtiger Corp
0160.HK,Hon Kwok Land
0368.HK,Superland Group
0475.HK,Central Dev H
0989.HK,Hua Yin Intl H
2193.HK,Man King Hold
6033.HK,Telecom Digit
0859.HK,Zhongchang Intl
0488.HK,Lai Sun Dev
0498.HK,Blue River Hldg
2288.HK,Rykadan Capital
1822.HK,China Wood Int
1303.HK,Huili Res
2483.HK,K Cash
1195.HK,Kingwell Group
1166.HK,Solartech Int'L
2372.HK,Weili Holdings
0166.HK,New Times Corp
0983.HK,Socam Dev
2000.HK,Sim Tech
0126.HK,Carrianna
1408.HK,Macau E&M
9677.HK,Weihai Bank
6866.HK,Zuoli M-Fin
1132.HK,Orange Sky G H
1968.HK,Hingtex Hldgs
2324.HK,Capital Vc
1708.HK,Sample Tech
2210.HK,Beijing Jiaye
0343.HK,Culturecom Hold
6885.HK,Jinma Energy
6958.HK,Zhenro Services
1627.HK,Able Eng Hldgs
0730.HK,Capital Ind Fin
2339.HK,Bwi Int'L
1170.HK,Kingmaker
0459.HK,Legend Upstar
1220.HK,Zhidao Int'L
2132.HK,Landrich Hldg
0938.HK,Man Sang Int'L
0544.HK,Daido Group
1253.HK,Greenland Broad
1596.HK,Yichen Ind
1721.HK,Fsm Holdings
0154.HK,Be Environment
0339.HK,Cn Sci-Tech Ind
0871.HK,Ch Dredg Env
1225.HK,Lerado Fin
1741.HK,Shing Chi Hldgs
1460.HK,Ico Group
1719.HK,Cil Group
6893.HK,Hinsang Group
0630.HK,Amco United
0543.HK,Pacific Online
1738.HK,Fs Anthracite
1262.HK,Labixiaoxin
0084.HK,Stelux Holdings
1087.HK,Investech Hldgs
0602.HK,Jiahua Stores H
1953.HK,Rimbaco
1420.HK,Chuan Holding
6163.HK,Gemilang Intl
0759.HK,Cec Int'L Hold
0764.HK,Eternity Inv
0422.HK,Vmep Holdings
0201.HK,Magnificent
0825.HK,Nwds China
0923.HK,Iws
6812.HK,Winson Hldgs Hk
2227.HK,Solis Holdings
0073.HK,Asian Citrus
1987.HK,Beng Soon Mach
9929.HK,Sem Hldgs
1991.HK,Ta Yang Group
0984.HK,Aeon Stores
0704.HK,Huscoke Hldgs
0075.HK,Y.T. Realty
1900.HK,China Its
0070.HK,Rich Goldman
0736.HK,China Ppt Inv
2028.HK,Jolimark
0372.HK,Pt Intl Dev
1129.HK,Water Industry
2078.HK,Panasialum
0760.HK,Talent Ppt Gp
0913.HK,Harbour Digital
0582.HK,Shin Hwa World
1059.HK,Kantone Holding
2363.HK,Tongda Hong Tai
1222.HK,Wang On Group
0510.HK,Cash Fin Ser Gp
0036.HK,Fe Hldgs Intl
0055.HK,Neway Group
0060.HK,Hk Food Inv
0093.HK,Zero Fintech
0094.HK,Greenheart Gp
0096.HK,Yusei
0099.HK,Wong'S Int'L
0110.HK,China Fortune
0114.HK,Herald Hold
0115.HK,Grand Field Gp
0117.HK,Tianli Holdings
0118.HK,Cosmos Mach
0125.HK,Sun Hing Vision
0132.HK,Hing Yip Hldgs
0137.HK,Jinhui Holdings
0158.HK,Melbourne Ent
0159.HK,Brockman Mining
0167.HK,Idt Int'L
0174.HK,Gemini Inv
0180.HK,Kader Holdings
0181.HK,Fujian Holdings
0184.HK,Keck Seng Inv
0185.HK,Zensun Ent
0209.HK,Winshine Sci
0213.HK,National Elec H
0214.HK,Asia Orient
0224.HK,Pioneer Global
0230.HK,Minmetals Land
0234.HK,New Century Gp
0237.HK,Safety Godown
0239.HK,Pak Fah Yeow
0247.HK,Tst Properties
0252.HK,Se Asia Ppt
0253.HK,Shunho Holdings
0262.HK,Deson Dev Int'L
0265.HK,Gangyu Services
0266.HK,Tian Teck Land
0277.HK,Tern Properties
0287.HK,Winfair Inv
0311.HK,Luen Thai
0318.HK,Vongroup
0333.HK,Top Form Int'L
0352.HK,Fortune Sun
0366.HK,Luks Group (Vn)
0373.HK,Allied Group
0374.HK,Four Seas Mer
0377.HK,China Huajun Gp
0380.HK,China Pipe
0385.HK,Chinney Alli
0387.HK,Leeport(Hold)
0413.HK,Sc Holdings
0426.HK,One Media Group
0436.HK,Nu Enviro
0442.HK,Domaine Power
0444.HK,Sincerewatch Hk
0456.HK,New City Dev
0458.HK,Tristate Hold
0472.HK,New Silkroad
0483.HK,Bauhaus Int'L
0485.HK,Chinasinostar
0499.HK,Qingdao Hldgs
0513.HK,Continental H
0528.HK,Kingdom Holding
0529.HK,Sis Int'L
0532.HK,Wkk Intl (Hold)
0557.HK,Tianyuan Health
0559.HK,Detai Newenergy
0567.HK,Daishomicroline
0571.HK,Esun Holdings
0583.HK,Gwpa Holdings
0585.HK,Imagi Int'L
0599.HK,E. Bon Holdings
0609.HK,Tiande Chemical
0619.HK,South China Fin
0620.HK,Dtxs Silk Road
0637.HK,Lee Kee
0645.HK,Ares Asia
0646.HK,China Env Tec
0657.HK,G-Vision Int'L
0675.HK,K & P Int'L
0676.HK,Pegasus Int'L
0685.HK,Media Chinese
0701.HK,Cnt Group
0720.HK,Auto Italia
0733.HK,Hopefluent
0745.HK,Cn Culture Gp
0755.HK,Devgreat
0765.HK,Perfectech Intl
0770.HK,Shanghai Growth
0784.HK,Ling Yui
0789.HK,Artini Hldg
0794.HK,Come Sure Group
0797.HK,7Road
0810.HK,Ch Castson 81
0827.HK,Ko Yo Group
0833.HK,Alltronics
0834.HK,Kangda Food
0840.HK,Tianye Water
0841.HK,Cassava Res
0844.HK,Greatime Intl
0846.HK,Mingfa Group
0851.HK,Sheng Yuan Hldg
0860.HK,Apollo Fmg
0862.HK,Vision Values
0864.HK,Wing Lee Ppt
0889.HK,Datronix Hold
0896.HK,Hanison
0898.HK,Multifield Intl
0911.HK,Qianhai Health
0936.HK,Kaisa Capital
0948.HK,Alpha Pro Hldgs
0969.HK,Hua Lien Int'L
0970.HK,New Sparkleroll
1000.HK,Beijing Media
1001.HK,Hk Sh Alliance
1002.HK,V.S. Int'L
1005.HK,Matrix Holdings
1013.HK,Wai Chun Group
1026.HK,Universal Tech
1027.HK,China Jicheng
1036.HK,Vanke Overseas
1037.HK,Maxnerva Tech
1049.HK,Celestial Asia
1064.HK,Zhong Hua Int'L
1075.HK,Capinfo
1085.HK,Hxtl
1094.HK,Cherish Sun
1111.HK,Huashi Group
1118.HK,Golik Holdings
1125.HK,Lai Fung Hold
1146.HK,Huicheng Intl H
1150.HK,Milan Station
1160.HK,Goldstone Cap
1172.HK,Magnusconcordia
1201.HK,Tesson Holdings
1213.HK,Mobicon Group
1232.HK,Gw Tiandi
1235.HK,Travel Expert
1240.HK,Cnqc Int'L
1241.HK,Shuanghua H
1298.HK,Yunnan Energy
1312.HK,Konta China
1315.HK,Green Economy
1319.HK,Oiwahpawn
1321.HK,China Newcity
1323.HK,Huasheng Intl
1354.HK,Kingfarproperty
1355.HK,Legend Strat
1362.HK,Sis Mobile
1370.HK,Aowei Holding
1379.HK,Wenling Mct
1410.HK,Edvance Intl
1417.HK,Riverine China
1419.HK,Human Health
1427.HK,Ch Tianbao Gp
1443.HK,Fulum Gp Hldg
1447.HK,Sfk
1452.HK,Denox Env
1470.HK,Prosper One
1476.HK,Hengtou Sec
1486.HK,C Cheng Hldgs
1488.HK,Best Food Hldg
1500.HK,Incon
1525.HK,Gench Edu
1542.HK,Taizhou Water
1546.HK,Thelloy Dev
1555.HK,Mie Holdings
1557.HK,K.H. Gp Hldgs
1560.HK,Star Group Asia
1570.HK,Weiye Holdings
1575.HK,Regal Partners
1577.HK,Huixin Credit
1580.HK,Da Sen Hldgs
